ICAO,FBO,TIER,PRICE,NAME,
KTUS,TUCSON JET CENTER,251,4.24916,1) Minimum Notice Required: None 2) Ramps serviced: CARGO ASCENT MAINT RAMP COCHISE RAMP AND TERMINAL EXCEPT OTHER FBO RAMPS 3) Additional Information: Hangar Space: Providing short-term and long-term hangar rentals. Ground Handling: Services such as towing and parking. Passenger Amenities: Comfortable lounges conference rooms and catering services. Crew Services: Pilot lounges flight planning facilities and crew cars. Other Services: De-icing aircraft detailing and concierge services Prist is available For more information please contact your local fuel logistics team on fuel24@wfscorp.com,
KTUS,TUCSON JET CENTER,501,4.19729,1) Minimum Notice Required: None 2) Ramps serviced: CARGO ASCENT MAINT RAMP COCHISE RAMP AND TERMINAL EXCEPT OTHER FBO RAMPS 3) Additional Information: Hangar Space: Providing short-term and long-term hangar rentals. Ground Handling: Services such as towing and parking. Passenger Amenities: Comfortable lounges conference rooms and catering services. Crew Services: Pilot lounges flight planning facilities and crew cars. Other Services: De-icing aircraft detailing and concierge services Prist is available For more information please contact your local fuel logistics team on fuel24@wfscorp.com,
KTUS,TUCSON JET CENTER,751,4.14541,1) Minimum Notice Required: None 2) Ramps serviced: CARGO ASCENT MAINT RAMP COCHISE RAMP AND TERMINAL EXCEPT OTHER FBO RAMPS 3) Additional Information: Hangar Space: Providing short-term and long-term hangar rentals. Ground Handling: Services such as towing and parking. Passenger Amenities: Comfortable lounges conference rooms and catering services. Crew Services: Pilot lounges flight planning facilities and crew cars. Other Services: De-icing aircraft detailing and concierge services Prist is available For more information please contact your local fuel logistics team on fuel24@wfscorp.com,
KTUS,TUCSON JET CENTER,1001,4.09354,1) Minimum Notice Required: None 2) Ramps serviced: CARGO ASCENT MAINT RAMP COCHISE RAMP AND TERMINAL EXCEPT OTHER FBO RAMPS 3) Additional Information: Hangar Space: Providing short-term and long-term hangar rentals. Ground Handling: Services such as towing and parking. Passenger Amenities: Comfortable lounges conference rooms and catering services. Crew Services: Pilot lounges flight planning facilities and crew cars. Other Services: De-icing aircraft detailing and concierge services Prist is available For more information please contact your local fuel logistics team on fuel24@wfscorp.com,
KTVC,AVFLIGHT TRAVERSE CITY,1,7.71152,,
KTVL,MOUNTAIN WEST AVIATION,1,7.28325,,
KTVL,MOUNTAIN WEST AVIATION,250,7.23138,,
KTVL,MOUNTAIN WEST AVIATION,500,7.17950,,
KTVL,MOUNTAIN WEST AVIATION,1000,6.88900,,
KTWF,REEDER JET CENTER,1,5.22003,,
KTWF,REEDER JET CENTER,301,5.11628,,
KTWF,REEDER JET CENTER,501,5.01253,,
KTWF,REEDER JET CENTER,1001,4.96065,,
KTWF,REEDER JET CENTER,1501,4.90878,,
KTWF,REEDER JET CENTER,2001,4.85690,,
KTWF,REEDER JET CENTER,2501,4.80503,,
KTXK,SIGNATURE AVIATION,1,6.89346,,
KTXW,WESLACO MID VALLEY,1,4.56372,,
KTXW,WESLACO MID VALLEY,251,4.35622,,
KTXW,WESLACO MID VALLEY,501,4.14872,,
KTYQ,JET ACCESS,1,5.37509,,
KTYR,JET CENTER OF TYLER,1,4.24337,,
KTYR,JET CENTER OF TYLER,401,4.08775,,
KTYR,JET CENTER OF TYLER,701,3.93213,,
KTYR,JET CENTER OF TYLER,1001,3.68313,,
KTYR,JOHNSON AVIATION,1,4.25591,,
KTYR,JOHNSON AVIATION,401,4.10028,,
KTYS,SIGNATURE AVIATION,1,6.92396,,
KTZR,BOLTON AVIATION,1,4.96962,,
KU96,ROUGHROCK AVIATION,1,5.70951,,
KUAO,ATLANTIC AVIATION,1,6.89938,,
KUAO,ATLANTIC AVIATION,201,6.81638,,
KUAO,ATLANTIC AVIATION,401,6.72300,,
KUAO,ATLANTIC AVIATION,601,6.62962,,
KUAO,ATLANTIC AVIATION,801,6.53625,,
KUCY,EVERETT STEWART REGIONAL AIRPORT,1,5.39500,,
KUDD,CROWN AERO,1,6.13162,,
KUDD,CROWN AERO,301,5.98637,,
KUDD,CROWN AERO,701,5.83075,,
KUES,ATLANTIC AVIATION,1,5.62325,,
KUES,STEIN'S AIRCRAFT SERVICES,1,4.28799,,
KUGN,SIGNATURE AVIATION,1,7.98149,,
KUIN,QUINCY AVIATION,1,5.85150,,
KUMP,TOM WOOD AVIATION,1,7.36625,,
KUMP,TOM WOOD AVIATION,101,7.27287,,
KUMP,TOM WOOD AVIATION,301,7.22100,,
KUNV,PENN STATE AVIATION CENTER,1,6.14028,,
KUNV,PENN STATE AVIATION CENTER,351,6.02615,,
KUNV,PENN STATE AVIATION CENTER,751,5.91203,,
KUOX,UNIVERSITY - OXFORD AIRPORT,1,6.17312,,
KUTA,TUNICA AIR CENTER,1,5.43650,,
KUTA,TUNICA AIR CENTER,501,5.33275,,
KUTA,TUNICA AIR CENTER,751,5.22900,,
KUTA,TUNICA AIR CENTER,1201,4.96962,,
KUUU,FLIGHTLEVEL AVIATION,1,6.62962,,
KUUU,FLIGHTLEVEL AVIATION,501,6.53625,,
KUUU,FLIGHTLEVEL AVIATION,1001,6.48438,,
KUUU,FLIGHTLEVEL AVIATION,2001,6.12125,,
KUVA,UVALDE FLIGHT CTR,1,5.08478,,
KUVA,UVALDE FLIGHT CTR,201,4.92915,,
KUVA,UVALDE FLIGHT CTR,501,4.72165,,
KUVA,UVALDE FLIGHT CTR,1001,4.56603,,
KUXL,SOUTHLAND AVIATION,1,5.42024,,
KUXL,SOUTHLAND AVIATION,251,5.31130,,
KUXL,SOUTHLAND AVIATION,501,5.20237,,
KUZA,SKYTECH INC,1,6.00102,1) Minimum Notice Required: None 2) Ramps serviced: Own 3) Additional Information: Prist is available For more information please contact your local fuel logistics team on fuel24@wfscorp.com,
KUZA,SKYTECH INC,251,5.89001,1) Minimum Notice Required: None 2) Ramps serviced: Own 3) Additional Information: Prist is available For more information please contact your local fuel logistics team on fuel24@wfscorp.com,
KUZA,SKYTECH INC,501,5.77900,1) Minimum Notice Required: None 2) Ramps serviced: Own 3) Additional Information: Prist is available For more information please contact your local fuel logistics team on fuel24@wfscorp.com,
KVBG,VANDENBERG SPACE FORCE BASE,1,3.47582,ALL REQUESTS FOR PRICING AND AUTHORIZATION MUST BE VALIDATED THROUGH DISPATCH@AEGFUELS.COM WITH NO LESS THAN 48 HOURS NOTICE FOR FUELINGS M-F AND 72 HOURS FOR WEEKEND FUELINGS.,
KVBT,LEGENDS AIR CENTER,1,5.13563,,
KVBT,LEGENDS AIR CENTER,301,4.84513,,
KVBT,LEGENDS AIR CENTER,601,4.56500,,
KVCT,VICTORIA JET CENTER,1,4.73100,,
KVCT,VICTORIA JET CENTER,251,4.67912,,
KVCT,VICTORIA JET CENTER,501,4.62725,,
KVCV,MILLION AIR VICTORVILLE,1,5.63363,,
KVDF,SKYPORT AVIATION,1,5.90052,,
KVDI,CITY OF VIDALIA,1,5.02150,,
KVEL,CLASSIC AVIATION,1,4.67313,,
KVGT,NORTH LAS VEGAS AIRPORT,1,5.61201,,
KVIS,VISALIA MUNI AIRPORT,1,4.85909,Any urgent info:: N/A 1) Minimum Notice Required: 2) Ramps serviced: ALL AIRPORT RAMPS 3) Additional Information: AVGAS is available For more information please contact your local fuel logistics team on fuel24@wfscorp.com,
KVJI,VA HIGHLANDS AIRPORT,1,5.52987,,
KVLD,VALDOSTA FLYING SERVICE INC.,1,5.57449,,
KVNC,SKYPORT AVIATION,1,5.61297,,
KVNY,CASTLE & COOKE AVIATION,1,4.99147,,
KVNY,CLAY LACY AVIATION,1,5.71866,,
KVNY,JET AVIATION,1,5.11799,,
KVNY,SIGNATURE AVIATION EAST,1,6.16887,,
KVNY,SIGNATURE AVIATION WEST,1,6.16887,,
KVPS,EGLIN OPS,1,3.39118,ALL REQUESTS FOR PRICING AND AUTHORIZATION MUST BE VALIDATED THROUGH DISPATCH@AEGFUELS.COM WITH NO LESS THAN 48 HOURS NOTICE FOR FUELINGS M-F AND 72 HOURS FOR WEEKEND FUELINGS. PRICING SUBJECT TO CHANGE AT ANY TIME.,
KVQQ,MILLION AIR JACKSONVILLE,1,5.62947,,
KVRB,CORPORATE AIR INC,1,4.39900,,
KVRB,SUN AVIATION INC,1,4.66875,,
KVUJ,STANLY COUNTY ARPT,1,6.42212,,
KVYS,MIDWEST AVTECH,1,4.54425,,
KVYS,MIDWEST AVTECH,201,4.45087,,
KVYS,MIDWEST AVTECH,401,4.34712,,
KW22,UPSHUR COUNTY REGIONAL,1,5.48838,,
KWDG,ENID WOODRING REGIONAL,1,3.58249,,
KWMC,WINNEMUCCA AIR SVC,1,4.90035,,
KWRI,WRI OPS,1,3.36688,ALL REQUESTS FOR PRICING AND AUTHORIZATION MUST BE VALIDATED THROUGH DISPATCH@AEGFUELS.COM WITH NO LESS THAN 48 HOURS NOTICE FOR FUELINGS M-F AND 72 HOURS FOR WEEKEND FUELINGS. PRICING SUBJECT TO CHANGE AT ANY TIME.,
KWRL,HELLYER AVIATION,1,5.29345,,
KWRL,HELLYER AVIATION,251,5.03407,,
KWRL,HELLYER AVIATION,501,4.82657,,
KWST,DOONEY AVIATION,1,6.67112,,
KWST,FLIGHTLEVEL AVIATION,1,6.45325,,
KWST,FLIGHTLEVEL AVIATION,500,6.35987,,
KWST,FLIGHTLEVEL AVIATION,1001,6.30800,,
KWST,FLIGHTLEVEL AVIATION,2000,5.94488,,
KWVL,CITY OF WATERVILLE,1,5.70230,,
KWVL,CITY OF WATERVILLE,251,5.65042,,
KWVL,CITY OF WATERVILLE,501,5.59855,,
KWVL,CITY OF WATERVILLE,1001,5.54667,,
KWWD,FLIGHTLEVEL AVIATION,1,6.39100,,
KWWD,FLIGHTLEVEL AVIATION,401,6.28725,,
KWYS,ASCENSION FBO NETWORK,1,7.33512,,
KWYS,ASCENSION FBO NETWORK,301,7.27287,,
KWYS,ASCENSION FBO NETWORK,401,7.22100,,
KWYS,ASCENSION FBO NETWORK,501,7.11725,,
KWYS,ASCENSION FBO NETWORK,601,6.90975,,
KWYS,ASCENSION FBO NETWORK,701,6.75413,,
KWYS,ASCENSION FBO NETWORK,801,6.49475,,
KWYS,ASCENSION FBO NETWORK,1001,6.23537,,
KX51,HOMESTEAD EXEC JET CENTER,1,6.21774,,
KX60,WILLISTON MUNICIPAL,1,4.01824,,
KXLL,LEHIGH VALLEY AV SERVICES,1,5.39351,1) Minimum Notice Required: NONE 2) Ramps serviced:OWN and GA are on Hangar 7 Ramp 3) Additional Information: Avgas is available 4/8/2024 For more information please contact your local fuel logistics team on fuel24@wfscorp.com,
KXLL,LEHIGH VALLEY AV SERVICES,151,5.26901,1) Minimum Notice Required: NONE 2) Ramps serviced:OWN and GA are on Hangar 7 Ramp 3) Additional Information: Avgas is available 4/8/2024 For more information please contact your local fuel logistics team on fuel24@wfscorp.com,
KXLL,LEHIGH VALLEY AV SERVICES,401,5.21713,1) Minimum Notice Required: NONE 2) Ramps serviced:OWN and GA are on Hangar 7 Ramp 3) Additional Information: Avgas is available 4/8/2024 For more information please contact your local fuel logistics team on fuel24@wfscorp.com,
KXNA,REGIONAL JET CENTER INC,1,4.72374,,
KXNX,FLIGHT SOLUTIONS,1,5.46476,N/A,
KXNX,FLIGHT SOLUTIONS,251,5.30253,N/A,
KXNX,FLIGHT SOLUTIONS,501,5.19437,N/A,
KXNX,JET ACCESS MUSIC CITY,1,5.40538,,
KXWA,OVERLAND AVIATION,1,6.34900,24/7 U.S. Customs Port of Entry. $175 After-Hours Fee waived with uplift contact for details.,
KXWA,OVERLAND AVIATION,301,6.14150,24/7 U.S. Customs Port of Entry. $175 After-Hours Fee waived with uplift contact for details.,
KXWA,OVERLAND AVIATION,501,5.88213,24/7 U.S. Customs Port of Entry. $175 After-Hours Fee waived with uplift contact for details.,
KXWA,OVERLAND AVIATION,1001,4.42963,24/7 U.S. Customs Port of Entry. $175 After-Hours Fee waived with uplift contact for details.,
KXWA,OVERLAND AVIATION,1501,3.91088,24/7 U.S. Customs Port of Entry. $175 After-Hours Fee waived with uplift contact for details.,
KYIP,AVFLIGHT WILLOW RUN (EAST),1,5.34424,Pricing for Avflight YIP applies to both the East and West facilities,
KYIP,VELOCITY FBO NETWORK,1,5.32238,,
KYKM,MCCORMICK AIR CENTER,1,6.02137,,
KYNG,JETS FBO NETWORK,1,6.02787,,
KYNG,JETS FBO NETWORK,301,5.98637,,
KYNG,JETS FBO NETWORK,501,5.93450,,
KYNG,JETS FBO NETWORK,1001,5.77887,,
KYNG,JETS FBO NETWORK,1500,5.72700,,
KZPH,CITY OF ZEPHYRHILLS,1,5.82037,,
KZPH,CITY OF ZEPHYRHILLS,301,5.57137,,
KZPH,CITY OF ZEPHYRHILLS,501,5.31200,,
LATI,AV INTERNATIONAL GROUP,1,4.74688,PRICING INCLUSIVE OF ALL TAXES AND FEES KNOWN TO APPLY. $10 HOOKUP FEE. $50 LOW UPLIFT FEE FOR < 1000 LTRS. $100 OVERTIME FEE OVERTIME FEE APPLICABLE ON NATIONAL HOLIDAYS. $50 NO UPLIFT FEE WHEN APPLICABLE. CARBON AND EXCISE TAX ONLY APPLIES TO PRIVATE FLIGHTS W/OUT AN AOC.OPERATING SCHEDULE TIME: from 07:00 to 23:00 Monday - Sunday.100 USD for each refueling outside Operating schedule time and on bank Holidays.VAT 20% only for Domestic flights. 0.25 USD/Liter Excise and Carbon Tax only for Domestic (AD-Hoc and private) flights.,
LCLK,PANDAIR,1,7.17049,24 HOUR NOTICE REQUIRED. PRICING INCLUSIVE OF ALL TAXES AND FEES KNOWN TO APPLY. EXCISE DUTY AND VAT MAY BE EXEMPT WITH PROPER DOCUMENTATION,
LCLK,PPT AVIATION LTD (FUEL ONLY),1,6.68103,PRICING INCLUSIVE OF ALL TAXES AND FEES KNOWN TO APPLY. OVERTIME FUELINGS BETWEEN 0600L SATURDAY AND 0600L MONDAY INCUR A 100 EURO FEE. EXCISE DUTY AND VAT MAY BE EXEMPT WITH PROPER DOCUMENTATION. VAT AND EXCISE EXEMPTION REQUIRE: AIR OPERATOR CERTIFICATE LEASING AGREEMENT (IF APPLICABLE) AND COMPLETION OF REFUELING DECLARATION FORM C. 1028A UPON ARRIVAL. 180 EURO LOW UPLIFT FEE FOR < 3785 LITERS. additional fee of ?85 per invoice change related to tax exemption claims due to incorrect or absence of (i) charter agreement (ii) AOC (iii) Operations Specifications. CAN FUEL ON SKYLINK RAMP,
LCPH,PANDAIR,1,7.19205,24 HOUR NOTICE REQUIRED. PRICING INCLUSIVE OF ALL TAXES AND FEES KNOWN TO APPLY. EXCISE DUTY AND VAT MAY BE EXEMPT WITH PROPER DOCUMENTATION,
LCRA,RAF AKROTIRI,1,6.72172,48 HOUR NOTICE & PPR TO LAND IS REQUIRED. EXCISE DUTY AND VAT MAY BE EXEMPT WITH PROPER DOCUMENTATION. F35 MAY INCUR DIFFERENT PRICING.,
LDDU,INA AVIOSERVIS (FUEL ONLY),1,5.96484,PRIVATE FLIGHTS ONLY. 24HR PRIOR NOTICE REQUIRED. FLIGHT TYPE MUST BE NOTED ON FUEL REQUEST. PRICING INCLUSIVE OF ALL TAXES AND FEES KNOWN TO APPLY. ?DUE TO PREVAILING TEMPERATURE CONDITIONS AT THE AIRPORT INVOICED VOLUME IS SUBJECT TO EXPANSION OR CONTRACTION ADJUSTMENTS AND MAY DIFFER FROM THE FUEL DELIVERY TICKET / BILL OF LADING VOLUME.  ACCEPTANCE OF THIS QUOTATION WARRANTS THAT CUSTOMER AGREES TO ACCEPT THE ADJUSTED VOLUME INVOICED BY AEG. 30 USD PER EVENT FOR JETA1 DELIVERIES LESS THAN 300 LITERS 85 USD PER EVENT FOR OUT OF HOURS REFUELLING 150 USD PER EVENT FOR ZERO UPLIFT,
LDLO,INA INDUSTRIJA NAFTE D.D.,1,5.94713,PRIVATE FLIGHTS ONLY. 24HR PRIOR NOTICE REQUIRED. FLIGHT TYPE MUST BE NOTED ON FUEL REQUEST. PRICING INCLUSIVE OF ALL TAXES AND FEES KNOWN TO APPLY. ?DUE TO PREVAILING TEMPERATURE CONDITIONS AT THE AIRPORT INVOICED VOLUME IS SUBJECT TO EXPANSION OR CONTRACTION ADJUSTMENTS AND MAY DIFFER FROM THE FUEL DELIVERY TICKET / BILL OF LADING VOLUME.  ACCEPTANCE OF THIS QUOTATION WARRANTS THAT CUSTOMER AGREES TO ACCEPT THE ADJUSTED VOLUME INVOICED BY AEG. 30 USD PER EVENT FOR JETA1 DELIVERIES LESS THAN 300 LITERS 85 USD PER EVENT FOR OUT OF HOURS REFUELLING 150 USD PER EVENT FOR ZERO UPLIFT,
LDOS,INA AVIOSERVIS (FUEL ONLY),1,5.92753,PRIVATE FLIGHTS ONLY. 24HR PRIOR NOTICE REQUIRED. FLIGHT TYPE MUST BE NOTED ON FUEL REQUEST. PRICING INCLUSIVE OF ALL TAXES AND FEES KNOWN TO APPLY. ?DUE TO PREVAILING TEMPERATURE CONDITIONS AT THE AIRPORT INVOICED VOLUME IS SUBJECT TO EXPANSION OR CONTRACTION ADJUSTMENTS AND MAY DIFFER FROM THE FUEL DELIVERY TICKET / BILL OF LADING VOLUME.  ACCEPTANCE OF THIS QUOTATION WARRANTS THAT CUSTOMER AGREES TO ACCEPT THE ADJUSTED VOLUME INVOICED BY AEG. 30 USD PER EVENT FOR JETA1 DELIVERIES LESS THAN 300 LITERS 85 USD PER EVENT FOR OUT OF HOURS REFUELLING 150 USD PER EVENT FOR ZERO UPLIFT,
LDPL,INA AVIOSERVIS (FUEL ONLY),1,5.86241,PRIVATE FLIGHTS ONLY. 24HR PRIOR NOTICE REQUIRED. FLIGHT TYPE MUST BE NOTED ON FUEL REQUEST. PRICING INCLUSIVE OF ALL TAXES AND FEES KNOWN TO APPLY. ?DUE TO PREVAILING TEMPERATURE CONDITIONS AT THE AIRPORT INVOICED VOLUME IS SUBJECT TO EXPANSION OR CONTRACTION ADJUSTMENTS AND MAY DIFFER FROM THE FUEL DELIVERY TICKET / BILL OF LADING VOLUME.  ACCEPTANCE OF THIS QUOTATION WARRANTS THAT CUSTOMER AGREES TO ACCEPT THE ADJUSTED VOLUME INVOICED BY AEG. 30 USD PER EVENT FOR JETA1 DELIVERIES LESS THAN 300 LITERS 85 USD PER EVENT FOR OUT OF HOURS REFUELLING 150 USD PER EVENT FOR ZERO UPLIFT,
LDRI,INA AVIOSERVIS (FUEL ONLY),1,5.97847,PRIVATE FLIGHTS ONLY. 24HR PRIOR NOTICE REQUIRED. FLIGHT TYPE MUST BE NOTED ON FUEL REQUEST. PRICING INCLUSIVE OF ALL TAXES AND FEES KNOWN TO APPLY. ?DUE TO PREVAILING TEMPERATURE CONDITIONS AT THE AIRPORT INVOICED VOLUME IS SUBJECT TO EXPANSION OR CONTRACTION ADJUSTMENTS AND MAY DIFFER FROM THE FUEL DELIVERY TICKET / BILL OF LADING VOLUME.  ACCEPTANCE OF THIS QUOTATION WARRANTS THAT CUSTOMER AGREES TO ACCEPT THE ADJUSTED VOLUME INVOICED BY AEG. 30 USD PER EVENT FOR JETA1 DELIVERIES LESS THAN 300 LITERS 85 USD PER EVENT FOR OUT OF HOURS REFUELLING 150 USD PER EVENT FOR ZERO UPLIFT,
LDSB,INA AVIOSERVIS (FUEL ONLY),1,5.92753,PRIVATE FLIGHTS ONLY. 24HR PRIOR NOTICE REQUIRED. FLIGHT TYPE MUST BE NOTED ON FUEL REQUEST. PRICING INCLUSIVE OF ALL TAXES AND FEES KNOWN TO APPLY. ?DUE TO PREVAILING TEMPERATURE CONDITIONS AT THE AIRPORT INVOICED VOLUME IS SUBJECT TO EXPANSION OR CONTRACTION ADJUSTMENTS AND MAY DIFFER FROM THE FUEL DELIVERY TICKET / BILL OF LADING VOLUME.  ACCEPTANCE OF THIS QUOTATION WARRANTS THAT CUSTOMER AGREES TO ACCEPT THE ADJUSTED VOLUME INVOICED BY AEG. 30 USD PER EVENT FOR JETA1 DELIVERIES LESS THAN 300 LITERS 85 USD PER EVENT FOR OUT OF HOURS REFUELLING 150 USD PER EVENT FOR ZERO UPLIFT,
LDSP,INA AVIOSERVIS (FUEL ONLY),1,6.00346,PRIVATE FLIGHTS ONLY. 24HR PRIOR NOTICE REQUIRED. FLIGHT TYPE MUST BE NOTED ON FUEL REQUEST. PRICING INCLUSIVE OF ALL TAXES AND FEES KNOWN TO APPLY. ?DUE TO PREVAILING TEMPERATURE CONDITIONS AT THE AIRPORT INVOICED VOLUME IS SUBJECT TO EXPANSION OR CONTRACTION ADJUSTMENTS AND MAY DIFFER FROM THE FUEL DELIVERY TICKET / BILL OF LADING VOLUME.  ACCEPTANCE OF THIS QUOTATION WARRANTS THAT CUSTOMER AGREES TO ACCEPT THE ADJUSTED VOLUME INVOICED BY AEG. 30 USD PER EVENT FOR JETA1 DELIVERIES LESS THAN 300 LITERS 85 USD PER EVENT FOR OUT OF HOURS REFUELLING 150 USD PER EVENT FOR ZERO UPLIFT,
LDZA,INA AVIOSERVIS (FUEL ONLY),1,5.93835,PRIVATE FLIGHTS ONLY. 24HR PRIOR NOTICE REQUIRED. FLIGHT TYPE MUST BE NOTED ON FUEL REQUEST. PRICING INCLUSIVE OF ALL TAXES AND FEES KNOWN TO APPLY. ?DUE TO PREVAILING TEMPERATURE CONDITIONS AT THE AIRPORT INVOICED VOLUME IS SUBJECT TO EXPANSION OR CONTRACTION ADJUSTMENTS AND MAY DIFFER FROM THE FUEL DELIVERY TICKET / BILL OF LADING VOLUME.  ACCEPTANCE OF THIS QUOTATION WARRANTS THAT CUSTOMER AGREES TO ACCEPT THE ADJUSTED VOLUME INVOICED BY AEG. 30 USD PER EVENT FOR JETA1 DELIVERIES LESS THAN 300 LITERS 85 USD PER EVENT FOR OUT OF HOURS REFUELLING 150 USD PER EVENT FOR ZERO UPLIFT,
LDZD,INA AVIOSERVIS (FUEL ONLY),1,6.04265,PRIVATE FLIGHTS ONLY. 24HR PRIOR NOTICE REQUIRED. FLIGHT TYPE MUST BE NOTED ON FUEL REQUEST. PRICING INCLUSIVE OF ALL TAXES AND FEES KNOWN TO APPLY. ?DUE TO PREVAILING TEMPERATURE CONDITIONS AT THE AIRPORT INVOICED VOLUME IS SUBJECT TO EXPANSION OR CONTRACTION ADJUSTMENTS AND MAY DIFFER FROM THE FUEL DELIVERY TICKET / BILL OF LADING VOLUME.  ACCEPTANCE OF THIS QUOTATION WARRANTS THAT CUSTOMER AGREES TO ACCEPT THE ADJUSTED VOLUME INVOICED BY AEG. 30 USD PER EVENT FOR JETA1 DELIVERIES LESS THAN 300 LITERS 85 USD PER EVENT FOR OUT OF HOURS REFUELLING 150 USD PER EVENT FOR ZERO UPLIFT,
LEAB,AIR BP VIA SLCA (FUEL ONLY),1,9.90445,30 EUR HOOK UP FEE  160.50 EUR DEFUELING FEE.MOT/VAT/EXCISE/CEENF TAX APPLIES TO PRIVATE FLIGHTS. FUEL REQUEST FEE 7.00 EUR/UPLIFT.IATA LEVEL II 7 EUR/UPLIFT IATA LEVEL III 30 EUR /UPLIFT.ZERO LITERS FEE WILL BE CHARGE IN CASE OF NO PREVIOUS NOTICE. ELECTRONIC SUPPLY MANAGEMENT FEE 7 EUR/LIFT,
LEAL,EXOLUM / CEPSA,1,5.91921,26.76 EURO HOOKUP FEE. PRICING INCLUSIVE OF ALL TAXES AND FEES KNOWN TO APPLY. APPLICABLE DEFUELLING OVERTIME AND OVERWING CHARGES APPLY WHEN APPLICABLE. 7.54 EUR/KLT OVERWING FEE 19.21 EUR/KLT DEFUELLING 135.28 EUR/OP DEFUELLING HOOKUP FEE. MOT/VAT/EXCISE/CEENF TAX APPLIES TO PRIVATE FLIGHTS.  FROM AIRPORT CLOSING TIME UNTIL 24:00 HOURS 10646 EUR/OP FROM 00:00 HOURS UNTIL 05:00 HOURS 64317 EUR/OP FROM 05:00 HOURS UNTIL OPENING 10646 EUR/OP,
LEAM,EXOLUM (FUEL ONLY),1,6.23218,26.64 EURO HOOKUP FEE. PRICING INCLUSIVE OF ALL TAXES AND FEES KNOWN TO APPLY. DEFUELLING OVERTIME AND OVERWING CHARGES APPLY WHEN APPLICABLE. MOT/VAT/EXCISE/CEENF TAX APPLIES TO PRIVATE FLIGHTS.,
LEAS,EXOLUM / CEPSA,1,6.41456,EXEMPTIONS FOR VAT/EXCISE/CEENF TAX MAY BE PROVIDED FOR COMMERCIAL OPERATIONS WITH PROPER DOCUMENTATION INCLUDING AOC PRIOR TO FUELING.MOT/VAT/EXCISE/CEENF TAX APPLIES TO PRIVATE FLIGHTS.27.93  EURO HOOKUP FEE.OVERWING FUELINGS INCUR 117.38 EUR/KLT. OVERTIME FEES AS APPLICABLE.IATA LEVEL II 5 EUR /UPLIFT IATA LEVEL III 30 EUR /UPLIFT.ZERO LITERS FEE WILL BE CHARGE IN CASE OF NO PREVIOUS NOTICE.  90.491 EUR OVERTIME FEES APPLICABLE,
LEBA,EXOLUM (FUEL ONLY),1,5.99193,26.24 EURO HOOKUP FEE. PRICING INCLUSIVE OF ALL TAXES AND FEES KNOWN TO APPLY. APPLICABLE DEFUELLING OVERTIME AND OVERWING CHARGES APPLY WHEN APPLICABLE. 11.98 EUR/KLT OVERWING FEE 16.45 EUR/KLT DEFUELLING 135.28 EUR/OP DEFUELLING HOOKUP FEE. MOT/VAT/EXCISE/CEENF TAX APPLIES TO PRIVATE FLIGHTS.  FROM AIRPORT CLOSING TIME UNTIL 24:00 HOURS 10646 EUR/OP FROM 00:00 HOURS UNTIL 05:00 HOURS 64317 EUR/OP FROM 05:00 HOURS UNTIL OPENING 10646 EUR/OP,
LEBB,EXOLUM (FUEL ONLY),1,6.06319,24 hours service not available at this location. The following ?overtime? charges are applicable:  From airport closing time until 24:00 hours 10646 ?/Operation From 00:00 hours until 05:00 hours 64317 ?/Operation From 05:00 hours until opening 10646 ?/Operation  Hookup fee 29.59/operation Overwing charge 10.84 ?/KLT Defueling 19.21 ?/KLT Defueling hookup fee 135.28 ?/operation MOT/VAT/EXCISE/CEENF TAX APPLIES TO PRIVATE FLIGHTS.,
LEBG,AIR BP VIA CLH (FUEL ONLY),1,6.88752,GENERAL AVIATION AND MILITARY FUELINGS. EXEMPTIONS FOR VAT/EXCISE/CEEF TAX MAY BE PROVIDED FOR COMMERCIAL OPERATIONS WITH PROPER DOCUMENTATION INCLUDING AOC PRIOR TO FUELING. 28.38 EURO HOOKUP FEE. 19 EURO/KLT OVERWING FEE WHEN APPLICABLE. 50 EUR NO UPLIFT FEE. 15 EUR/UPLIFT 24H FUEL RELEASE FEE. 648 EUR OVERTIME FEE PER UPLIFT AS APPLICABLE.MOT/VAT/EXCISE/CEENF TAX APPLIES TO PRIVATE FLIGHTS.,
LEBL,SLCA (INTO-PLANE) (FUEL ONLY),1,6.07601,TRUCK FUELINGS ONLY. EXEMPTIONS FOR VAT /CEENF TAX MAY BE PROVIDED FOR COMMERCIAL OPERATIONS WITH PROPER DOCUMENTATION INCLUDING AOC PRIOR TO FUELING.MOT/VAT/EXCISE/CEENF TAX APPLIES TO PRIVATE FLIGHTS. 29.07 EURO HOOKUP FEE*. OVERWING FUELINGS INCUR 19.EUR/KLT.  EUR/KLT. 10.11 EURO FEE FOR GA PLATFORM FUELINGS. OPERATING HOURS: 24HRS. NO FUEL FEE ADDITIONAL AND PASSED ON AS INCURRED.FUEL REQUEST FEE 7.00 EUR/UPLIFT.IATA LEVEL II 0 EUR /UPLIFT IATA LEVEL III 30 EUR /UPLIFT.ZERO LITERS FEE WILL BE CHARGE IN CASE OF NO PREVIOUS NOTICE. 0 EURO ELECTRONIC SUPPLY FEE PER UPLIFT.Zero uplift fee 29.07 EUR/m3,
