IATA,ICAO,ST/CO,CITY,FUELER,EFFECTIVE DATE,EXPIREDT,RESTRICTIONS,BASEFUEL,MIN GALLONS,MAX GALLONS,TOTAL PRICE,NOTES,Taxes Included
PNL,LICG,IT,PANTELLERIA,NAUTILUS AVIATION,12/9/2025,12/15/2025,Corporate,3.849612,1,99999,7.870120,PRICING INCLUSIVE OF ALL TAXES AND FEES KNOWN TO APPLY. CANCELLATIONS MUST BE MADE AT LEAST 5 HOURS BEFORE THE SCHEDULED LANDING OR 50 EURO CANCELLATION FEE APPLIES. 100 EUR OUT OF HOURS FEE WHEN APPLICABLE. 100 EUR FEE APPLIES TO ALL UPLIFTS WITH DESTINATION INSIDE THE EU. CUSTOMS OVERTIME FEE: 10 EUR. OPERATING HOURS : 06.00 TO 19.00 LOCAL TIME. 50 EURO NO FUEL FEE.MOT MAY APPLY TO SAN MARINO–REGISTERED AIRCRAFT UNLESS A VALID EXEMPTION LETTER IS PRESENTED. ,Yes
PMO,LICJ,IT,PALERMO,NAUTILUS AVIATION,12/1/2025,12/31/2025,Corporate,2.825805,1,99999,5.494684,"PRICING INCLUSIVE OF ALL TAXES AND FEES KNOWN TO APPLY. 100 EURO CALLOUT FEE APPLIES FOR AFTER HOURS FUELINGS. 100 EURO NO FUEL APPLIES WHEN FUELING IS REQUESTED AND DOES NOT OCCUR. 50 EURO LOW UPLIFT FEE FOR < 1000 LTRS. SAME PRICING FOR MILITARY SIDE. 8 EURO CUSTOMS OVERTIME FEE MAY APPLY FOR DESTINATIONS OUTSIDE OF EU. WORKING HOURS: 05:00 - 23:00. PRICE VALID AT SIGNATURE FLIGHT SUPPORT.MOT MAY APPLY TO SAN MARINO–REGISTERED AIRCRAFT UNLESS A VALID EXEMPTION LETTER IS PRESENTED.

8.00 EUR CUSTOMS OVERTIME FEE CHARGABLE AT THE FOLLOWING FUELLING TIME:
MONDAY-FRIDAY: 18.00-08.00 HRS
SATURDAY AND HALF DAY HOLIDAYS: 14.00-08.00 HRS
SUNDAY AND PUBLIC HOLIDAYS: 00.00-24.00 ",Yes
REG,LICR,IT,REGGIO,CARBOIL S.R.L.,12/1/2025,12/31/2025,Corporate,3.066468,1,99999,5.549936,"PRICING INCLUSIVE OF ALL TAXES AND FEES KNOWN TO APPLY. 50 EURO LOW UPLIFT FEE FOR < 1000 LTRS. 150 EURO CALLOUT FEE APPLIES FOR AFTER HOURS FUELINGS. 150 EURO NO FUEL APPLIES WHEN FUELING IS REQUESTED AND DOES NOT OCCUR. SAME PRICING FOR MILITARY SIDE. 8 EURO CUSTOMS OVERTIME FEE MAY APPLY FOR DESTINATIONS OUTSIDE OF EU. WORKING HOURS: 08:00 - 17:00.MOT MAY APPLY TO SAN MARINO–REGISTERED AIRCRAFT UNLESS A VALID EXEMPTION LETTER IS PRESENTED.

8.00 EUR CUSTOMS OVERTIME FEE CHARGABLE AT THE FOLLOWING FUELLING TIME:
MONDAY-FRIDAY: 18.00-08.00 HRS
SATURDAY AND HALF DAY HOLIDAYS: 14.00-08.00 HRS
SUNDAY AND PUBLIC HOLIDAYS: 00.00-24.00 ",Yes
TPS,LICT,IT,TRAPANI,TAFS JOINT VENTURE,12/9/2025,12/9/2025,Corporate,2.658723,264,26416935,5.440873,PRICING INCLUSIVE OF ALL TAXES AND FEES KNOWN TO APPLY. 150 EURO HOOKUP FEE. MINIMUM DELIVERY FEE OF 185 EUR/FLT FOR ZERO UPLIFT AND UPLIFTS < 1001 LITERS. Out of hours fee (22:00 - 06:00) 100 EUR.DEFUEL FEE 750 EUR/DAY.Operating hours at TPS are 06:00 - 22:00.MOT MAY APPLY TO SAN MARINO–REGISTERED AIRCRAFT UNLESS A VALID EXEMPTION LETTER IS PRESENTED. ,Yes
NSY,LICZ,IT,CATANIA,US NAVY,12/9/2025,12/15/2025,Corporate,3.165000,1,99999,5.662938,PRODUCT JP8. 72 HOUR NOTICE REQUIRED. PRICING INCLUSIVE OF ALL TAXES AND FEES KNOWN TO APPLY. FUELINGS ON THE US SIDE ONLY. CANNOT SUPPORT FUELINGS ON THE ITALIAN SIDE. CANNOT OFFER VAT FREE FUEL.MOT MAY APPLY TO SAN MARINO–REGISTERED AIRCRAFT UNLESS A VALID EXEMPTION LETTER IS PRESENTED. ,No
AHO,LIEA,IT,ALGHERO,WORLD FUEL SERVICES,12/9/2025,12/15/2025,Corporate,3.157030,264,264171735,6.627464,"HOOKED UP FEE 18 EUR
NO FUEL FEE 70 EUR
OVERWING UPLIFT 39 EUR
UPLIFTS BELOW 1000L 50 EUR
PERSONNEL OVERTIME 250 EUR
STAMP DUTY 2 EUR
MOT MAY APPLY TO SAN MARINO–REGISTERED AIRCRAFT UNLESS A VALID EXEMPTION LETTER IS PRESENTED.
Hours 06:00 - 18:56 LT.
Italian VAT will be applied to to private/non commercial flights or to all flights regardless of the nature of the flight in case of a reseller-to-reseller operation.Excise duty will be applied to private/non commercial flights. ",No
CAG,LIEE,IT,CAGLIARI,CARBOIL S.R.L.,12/1/2025,12/31/2025,Corporate,2.883901,1,999999,5.480148,"PRICING INCLUSIVE OF ALL TAXES AND FEES KNOWN TO APPLY. 50 EUR/UPLIFT < 1000L
150 EURO CALLOUT FEE APPLIES FOR AFTER HOURS FUELINGS. OPERATING HOURS: 06:00-22:00
8.00 EUR CUSTOMS OVERTIME FEE CHARGABLE AT THE FOLLOWING FUELLING TIME:
MONDAY-FRIDAY: 18.00-08.00 HRS SATURDAY AND HALF DAY HOLIDAYS: 14.00-08.00 HRS
SUNDAY AND PUBLIC HOLIDAYS: 00.00-24.00.ENI Contract period 01APR24-31MAR25.MOT MAY APPLY TO SAN MARINO–REGISTERED AIRCRAFT UNLESS A VALID EXEMPTION LETTER IS PRESENTED. ",Yes
OLB,LIEO,IT,OLBIA,CARBOIL S.R.L.,12/1/2025,12/31/2025,Corporate,3.000832,1,99999,5.676188,"PRICING INCLUSIVE OF ALL TAXES AND FEES KNOWN TO APPLY.50 EURO LOW UPLIFT FEE FOR < 1000 LTRS. 150 EURO CALLOUT FEE APPLIES FOR AFTER HOURS FUELINGS. 150 EURO NO FUEL APPLIES WHEN FUELING IS REQUESTED AND DOES NOT OCCUR. SAME PRICING FOR MILITARY SIDE. 8 EURO CUSTOMS OVERTIME FEE MAY APPLY FOR DESTINATIONS OUTSIDE OF EU. FUELINGS AT ECCELSA AVIATION INCUR A 25 EUR/M3 FEE AND MAY BE CHARGED SEPARATELY. WORKING HOURS: 06:00 - 22:00. PRICE VALID AT SIGNATURE FLIGHT SUPPORT.MOT MAY APPLY TO SAN MARINO–REGISTERED AIRCRAFT UNLESS A VALID EXEMPTION LETTER IS PRESENTED.

8.00 EUR CUSTOMS OVERTIME FEE CHARGABLE AT THE FOLLOWING FUELLING TIME:
MONDAY-FRIDAY: 18.00-08.00 HRS
SATURDAY AND HALF DAY HOLIDAYS: 14.00-08.00 HRS
SUNDAY AND PUBLIC HOLIDAYS: 00.00-24.00 ",Yes
QMM,LILQ,IT,CINQUALE,AIR BP ITALIA,12/1/2025,12/31/2025,Corporate,5.276193,1,999999,8.238594,HOOK UP FEE: 10 EUR. PERSONNEL OVERTIME: 180 EUR. CUSTOMS OVERTIME: 13.5 EU.MOT MAY APPLY TO SAN MARINO–REGISTERED AIRCRAFT UNLESS A VALID EXEMPTION LETTER IS PRESENTED. ,No
MXP,LIMC,IT,MILAN MALPENSA,CARBOIL S.R.L.,12/1/2025,12/31/2025,Corporate,3.351440,1,99999,6.062557,"PRICING INCLUSIVE OF ALL TAXES AND FEES KNOWN TO APPLY. 
 
EXEMPTIONS FOR VAT  MAY BE PROVIDED FOR COMMERCIAL OPERATIONS WITH PROPER DOCUMENTATION INCLUDING AOC PRIOR TO FUELING.MOT MAY APPLY TO SAN MARINO–REGISTERED AIRCRAFT UNLESS A VALID EXEMPTION LETTER IS PRESENTED.


8.00 EUR CUSTOMS OVERTIME FEE CHARGABLE AT THE FOLLOWING FUELLING TIME:
MONDAY-FRIDAY: 18.00-08.00 HRS
SATURDAY AND HALF DAY HOLIDAYS: 14.00-08.00 HRS
SUNDAY AND PUBLIC HOLIDAYS: 00.00-24.00

CAN FUEL ON SKY SERVICES RAMP
Working hours: 24hr ",No
BGY,LIME,IT,BERGAMO,LEVORATO M.,12/1/2025,12/31/2025,Corporate,2.957075,1,99999,5.612661,"8 EURO CUSTOMS OVERTIME FEE MAY APPLY FOR DESTINATIONS OUTSIDE OF EU. HOOKUP FEE 15 EUR/UPLIFT. WORKING HOURS:24HRS. VAT WILL APPLY FOR ALL FLTS. CANNOT OFFER VAT FREE FUEL.PRICE VALID AT SIGNATURE FLIGHT SUPPORT.MOT MAY APPLY TO SAN MARINO–REGISTERED AIRCRAFT UNLESS A VALID EXEMPTION LETTER IS PRESENTED.

8.00 EUR CUSTOMS OVERTIME FEE CHARGABLE AT THE FOLLOWING FUELLING TIME:
MONDAY-FRIDAY: 18.00-08.00 HRS
SATURDAY AND HALF DAY HOLIDAYS: 14.00-08.00 HRS
SUNDAY AND PUBLIC HOLIDAYS: 00.00-24.00 ",Yes
TRN,LIMF,IT,TURIN,CARBOIL S.R.L.,12/1/2025,12/31/2025,Corporate,2.957075,1,99999,5.622804,"PRICING INCLUSIVE OF ALL TAXES AND FEES KNOWN TO APPLY. 50 EURO LOW UPLIFT FEE FOR < 1000 LTRS. 150 EURO CALLOUT FEE APPLIES FOR AFTER HOURS FUELINGS. 150 EURO NO FUEL APPLIES WHEN FUELING IS REQUESTED AND DOES NOT OCCUR. SAME PRICING FOR MILITARY SIDE. 8 EURO CUSTOMS OVERTIME FEE MAY APPLY FOR DESTINATIONS OUTSIDE OF EU. WORKING HOURS: 06:00 - 22:00.PRICE VALID AT SIGNATURE FLIGHT SUPPORT.MOT MAY APPLY TO SAN MARINO–REGISTERED AIRCRAFT UNLESS A VALID EXEMPTION LETTER IS PRESENTED.

8.00 EUR CUSTOMS OVERTIME FEE CHARGABLE AT THE FOLLOWING FUELLING TIME:
MONDAY-FRIDAY: 18.00-08.00 HRS
SATURDAY AND HALF DAY HOLIDAYS: 14.00-08.00 HRS
SUNDAY AND PUBLIC HOLIDAYS: 00.00-24.00 ",Yes
ALL,LIMG,IT,ALBENGA,AIRPORT AUTHORITY,12/1/2025,12/31/2025,Corporate,4.720710,1,99999,7.560905,"CANCELLATIONS MUST BE MADE AT LEAST 5 HOURS BEFORE THE SCHEDULED LANDING OR 50 EURO CANCELLATION FEE APPLIES. 40 EUR FUELING FEE. UPLIFTS < 1000 LTRS INCUR 50 EUR LOW UPLIFT FEE. MILITARY FLIGHTS INCUR HIGHER PRICING. PERSONNEL AND CUSTOMS OVERTIME FEE MAY APPLY.SUBJECT TO CHANGE AT ANY TIME.OPERATING HOURS: 08.00 TO 20.00 LOCAL TIME.MOT MAY APPLY TO SAN MARINO–REGISTERED AIRCRAFT UNLESS A VALID EXEMPTION LETTER IS PRESENTED.
 To the price the fuel refueling service must be added: 
for aircrafts/helicopters less than 2 ton: € 30,00 per uplift, 
for airplanes/helicopters from 3 to 6 tons: € 20,00 per uplift.
for airplanes/helicopters that exceed 6 tons: € 40,00 per uplift.

Hours : 08:00 - 20:00 ",Yes
GOA,LIMJ,IT,GENOA,AIR BP,12/1/2025,12/31/2025,Corporate,2.957075,1,99999,5.633001,"10 EURO HOOK UP FEE. 50 EURO LOW UPLIFT FEE FOR < 500 LTRS. 180 EURO CALLOUT FEE APPLIES FOR AFTER HOURS FUELINGS (90 MINUTE NOTICE REQUIRED). 180 EURO NO FUEL APPLIES WHEN FUELING IS REQUESTED AND DOES NOT OCCUR. 8 EURO CUSTOMS OVERTIME FEE MAY APPLY FOR DESTINATIONS OUTSIDE OF EU. WORKING HOURS: 06:00 - 21:00. PRICE VALID AT SIGNATURE FLIGHT SUPPORT.MOT MAY APPLY TO SAN MARINO–REGISTERED AIRCRAFT UNLESS A VALID EXEMPTION LETTER IS PRESENTED.

8.00 EUR CUSTOMS OVERTIME FEE CHARGABLE AT THE FOLLOWING FUELLING TIME:
MONDAY-FRIDAY: 18.00-08.00 HRS
SATURDAY AND HALF DAY HOLIDAYS: 14.00-08.00 HRS
SUNDAY AND PUBLIC HOLIDAYS: 00.00-24.00 ",Yes
LIN,LIML,IT,MILAN LINATE,LEVORATO M.,12/1/2025,12/31/2025,Corporate,2.935197,1,99999,5.542729,"*Can Fuel On Signatures Ramp*
PRICING INCLUSIVE OF ALL TAXES AND FEES KNOWN TO APPLY.50 EURO LOW UPLIFT FEE. 100 EURO CALLOUT FEE APPLIES FOR AFTER-HOURS FUELINGS. 100 EURO NO FUEL APPLIES WHEN FUELING IS REQUESTED AND DOES NOT OCCUR. SAME PRICING FOR MILITARY SIDE. 8 EURO CUSTOMS OVERTIME FEE MAY APPLY FOR DESTINATIONS OUTSIDE OF EU. WORKING HOURS: 06:00-23:00.MOT MAY APPLY TO SAN MARINO–REGISTERED AIRCRAFT UNLESS A VALID EXEMPTION LETTER IS PRESENTED.

8.00 EUR CUSTOMS OVERTIME FEE CHARGABLE AT THE FOLLOWING FUELLING TIME:
MONDAY-FRIDAY: 18.00-08.00 HRS
SATURDAY AND HALF DAY HOLIDAYS: 14.00-08.00 HRS
SUNDAY AND PUBLIC HOLIDAYS: 00.00-24.00 ",Yes
LIN,LIML,IT,MILAN LINATE,SIGNATURE AVIATION.,12/9/2025,12/15/2025,Corporate,3.796127,1,99999,6.432914,"*A CALLOUT FEE MAY APPLY* PRICING INCLUSIVE OF ALL TAXES AND FEES KNOWN TO APPLY. CANNOT OFFER VAT FREE FUEL. 18 EUR HOOK-UP FEE ADDITIONAL. LOW VOLUME FEE OF 50EUROS APPLIES FOR UPLIFTS < 1000 LTRS. FOR UPLIFTS BETWEEN 2300-0600 LOCAL TIME, 100EURO UPLIFT FEE WILL APPLY. OPERATING HOURS: 24HRS.MOT MAY APPLY TO SAN MARINO–REGISTERED AIRCRAFT UNLESS A VALID EXEMPTION LETTER IS PRESENTED.

2025 SAF FEE MAY APPLY ",Yes
PMF,LIMP,IT,PARMA,AIR BP ITALIA,12/1/2025,12/31/2025,Corporate,3.865165,1,99999,6.579594,"PRICING INCLUSIVE OF ALL TAXES AND FEES KNOWN TO APPLY.10 EUR HOOKUP FEE PER UPLIFT.  13.5 EUR CUSTOMS OVERTIME FEE PER OPERATION. CANCELLATIONS MUST BE MADE AT LEAST 5 HOURS BEFORE THE SCHEDULED LANDING OR 50 EURO CANCELLATION FEE APPLIES. 50 EURO NO FUEL FEE, CALL ALLOWANCE: 100 EUR, PERSONNEL OVERTIME 100 EUR. OPERATING HOURS: 06.00 TO 22.00 LOCAL TIME.MOT MAY APPLY TO SAN MARINO–REGISTERED AIRCRAFT UNLESS A VALID EXEMPTION LETTER IS PRESENTED. ",Yes
AOT,LIMW,IT,AOSTA,AIR BP ITALIA,12/1/2025,12/31/2025,Corporate,3.662744,1,99999,6.298970,"PRICING INCLUSIVE OF ALL TAXES AND FEES KNOWN TO APPLY. CANNOT OFFER VAT FREE FUEL. 10 EUR HOOKUP FEE, 50 EUR NO UPLIFT FEE, 180 EUR OUT OF HOURS FEE AND 13.5 CUSTOMS OVERTIME FEE WHEN APPLICABLE.MOT MAY APPLY TO SAN MARINO–REGISTERED AIRCRAFT UNLESS A VALID EXEMPTION LETTER IS PRESENTED. ",No
CUF,LIMZ,IT,CUNEO,AVIATION SERVICES SPA,12/9/2025,12/15/2025,Corporate,3.364506,1,99999,5.906336,PRICING INCLUSIVE OF ALL TAXES AND FEES KNOWN TO APPLY. EXCISE DUTY APPLIES FOR NATIONAL/PRIVATE/NON-COMMERCIAL FLIGHTS. 55 EUR LOW UPLIFT FEE FOR < 500LTRS.DEFUELING (DEF): 550 EUR/EA /day.MOT MAY APPLY TO SAN MARINO–REGISTERED AIRCRAFT UNLESS A VALID EXEMPTION LETTER IS PRESENTED. ,No
BZO,LIPB,IT,BOLZANO,ABD AIRPORT SPA,12/1/2025,12/16/2025,Corporate,5.363299,1,99999,8.344864,"PRICING INCLUSIVE OF ALL TAXES AND FEES KNOWN TO APPLY.SUBJECT TO CHANGE AT ANY TIME. CANNOT OFFER VAT FREE FUEL. Mineral oil tax may be applicable.MOT MAY APPLY TO SAN MARINO–REGISTERED AIRCRAFT UNLESS A VALID EXEMPTION LETTER IS PRESENTED.

- Low quantity fee (uplift less then 1.500 lt): € 100,00
- Refueling from 08.00 PM to 08.00 AM (LMT): € 50,00 ",No
BLQ,LIPE,IT,BOLOGNA,CARBOIL S.R.L.,12/1/2025,12/31/2025,Corporate,2.891440,1,99999,5.503866,"PRICING INCLUSIVE OF ALL TAXES AND FEES KNOWN TO APPLY. CANNOT FUEL ON TAG BOLOGNA RAMP. 150 EURO CALLOUT FEE APPLIES FOR AFTER HOURS FUELINGS. OPERATING HOURS: 06:00-22:30
REFUELING BELOW 1000 LITERS FLAT RATE OF 50 EUR/OPS. NO FUEL FEE 50 EURO/OPS. 8 EURO CUSTOMS OVERTIME FEE MAY APPLY FOR DESTINATIONS OUTSIDE OF EU. CUSTOMS OVERTIME FEE CHARGABLE AT THE FOLLOWING FUELLING TIME: MONDAY-FRIDAY: 18.00-08.00 HRS. SATURDAY AND HALF DAY HOLIDAYS: 14.00-08.00 HRS. SUNDAY AND PUBLIC HOLIDAYS: 00.00-24.00.MOT MAY APPLY TO SAN MARINO–REGISTERED AIRCRAFT UNLESS A VALID EXEMPTION LETTER IS PRESENTED. ",Yes
BLQ,LIPE,IT,BOLOGNA,TAG BOLOGNA,12/2/2025,12/8/2025,Corporate,3.639914,1,99999,6.418499,PRICING INCLUSIVE OF ALL TAXES AND FEES KNOWN TO APPLY. CANNOT OFFER VAT FREE FUEL.MOT MAY APPLY TO SAN MARINO–REGISTERED AIRCRAFT UNLESS A VALID EXEMPTION LETTER IS PRESENTED. ,Yes
TSF,LIPH,IT,TREVISO,LEVORATO MARCEVAGGI,12/9/2025,12/15/2025,Corporate,2.883889,1,99999,5.556337,"ITALIAN VAT EXEMPTION CERTIFICATE MUST BE FILLED OUT TO EXEMPT VAT. 
OVERTIME FEE 100 EUR/NIGHT FROM 17:00 TO 07:00 LOCAL TIME. LOW UPLIFT FEE OF 50 EUR FOR UPLIFTS < 500LT. FOR NATL OR PRIVATE OR NON COMMERCIAL FLTS, EXCISE DUTY: 337.49EUR/KLT.MOT MAY APPLY TO SAN MARINO–REGISTERED AIRCRAFT UNLESS A VALID EXEMPTION LETTER IS PRESENTED. ",No
FRL,LIPK,IT,FORLI,CARBOIL - CORP,12/8/2025,12/14/2025,Corporate,3.242871,1,99999,5.795417,"VAT applied 22%.

Operating hours 09:00-18:00. Out of hours fuelling 150 eur/refuelling.

Small load fee (<1000 lt) 50eur/refuelling.

No fuel fee (in case of booking and no notification of cancellation before Into Plane Agent arrival or at least 12H in advance in case out of personnel time) 50 eur/refuelling.

(out of personnel will be applied on top in case booking is out of hours and no cancellation).

Out of Customs hours: 8 eur/refuelling (for ExtraCEE export as required by local Custom).
MOT MAY APPLY TO SAN MARINO–REGISTERED AIRCRAFT UNLESS A VALID EXEMPTION LETTER IS PRESENTED. ",No
VBS,LIPO,IT,BRESCIA,CARBOIL S.R.L.,12/1/2025,12/31/2025,Corporate,3.110225,1,99999,5.596113,"50 EURO LOW UPLIFT FEE FOR < 1000 LTRS. 150 EURO CALLOUT FEE APPLIES FOR AFTER HOURS FUELINGS. 150 EURO NO FUEL APPLIES WHEN FUELING IS REQUESTED AND DOES NOT OCCUR. SAME PRICING FOR MILITARY SIDE. 8 EURO CUSTOMS OVERTIME FEE MAY APPLY FOR DESTINATIONS OUTSIDE OF EU. WORKING HOURS : 09:00-17:00. PRICE VALID AT SIGNATURE FLIGHT SUPPORT.MOT MAY APPLY TO SAN MARINO–REGISTERED AIRCRAFT UNLESS A VALID EXEMPTION LETTER IS PRESENTED.

8.00 EUR CUSTOMS OVERTIME FEE CHARGABLE AT THE FOLLOWING FUELLING TIME:
MONDAY-FRIDAY: 18.00-08.00 HRS
SATURDAY AND HALF DAY HOLIDAYS: 14.00-08.00 HRS
SUNDAY AND PUBLIC HOLIDAYS: 00.00-24.00 ",Yes
TRS,LIPQ,IT,TRIESTE,CARBOIL S.R.L.,12/1/2025,12/31/2025,Corporate,3.088346,1,99999,5.729571,"PRICING INCLUSIVE OF ALL TAXES AND FEES KNOWN TO APPLY. 50 EURO LOW UPLIFT FEE FOR < 1000 LTRS. 150 EURO CALLOUT FEE APPLIES FOR AFTER HOURS FUELINGS. 150 EURO NO FUEL APPLIES WHEN FUELING IS REQUESTED AND DOES NOT OCCUR. SAME PRICING FOR MILITARY SIDE. 8 EURO CUSTOMS OVERTIME FEE MAY APPLY FOR DESTINATIONS OUTSIDE OF EU. WORKING HOURS: 06:00-22:00.MOT MAY APPLY TO SAN MARINO–REGISTERED AIRCRAFT UNLESS A VALID EXEMPTION LETTER IS PRESENTED.

8.00 EUR CUSTOMS OVERTIME FEE CHARGABLE AT THE FOLLOWING FUELLING TIME:
MONDAY-FRIDAY: 18.00-08.00 HRS
SATURDAY AND HALF DAY HOLIDAYS: 14.00-08.00 HRS
SUNDAY AND PUBLIC HOLIDAYS: 00.00-24.00 ",Yes
RMI,LIPR,IT,RIMINI,NAUTILUS AVIATION,12/1/2025,12/31/2025,Corporate,3.010766,264,26416935,6.435675,EXTRA EU DEST. RMI 100 EUR. PERSONNEL OVERTIME 150 EUR. CUSTOMS OVERTIME 10 EUR. OPERATING HOURS: 06.00 TO 22.00 LOCAL TIME. EXCISE DUTY CAN BE APPLICABLE.MOT MAY APPLY TO SAN MARINO–REGISTERED AIRCRAFT UNLESS A VALID EXEMPTION LETTER IS PRESENTED. ,No
LIP,LIPV,IT,VENICE,NICELLI S.R.L.,11/6/2025,12/31/2025,Corporate,2.490000,1,999999,4.839438,MOT MAY APPLY TO SAN MARINO–REGISTERED AIRCRAFT UNLESS A VALID EXEMPTION LETTER IS PRESENTED. ,No
VRN,LIPX,IT,VERONA,CARBOIL S.R.L.,12/1/2025,12/31/2025,Corporate,2.891440,1,99999,5.492015,"PRICING INCLUSIVE OF ALL TAXES AND FEES KNOWN TO APPLY. 50 EURO LOW UPLIFT FEE FOR < 1000 LTRS. 150 EURO CALLOUT FEE APPLIES FOR AFTER HOURS FUELINGS. 150 EURO NO FUEL APPLIES WHEN FUELING IS REQUESTED AND DOES NOT OCCUR. SAME PRICING FOR MILITARY SIDE. 8 EURO CUSTOMS OVERTIME FEE MAY APPLY FOR DESTINATIONS OUTSIDE OF EU. WORKING HOURS: 06:00- 23:00. PRICE VALID AT SIGNATURE FLIGHT SUPPORT.MOT MAY APPLY TO SAN MARINO–REGISTERED AIRCRAFT UNLESS A VALID EXEMPTION LETTER IS PRESENTED.

8.00 EUR CUSTOMS OVERTIME FEE CHARGABLE AT THE FOLLOWING FUELLING TIME:
MONDAY-FRIDAY: 18.00-08.00 HRS
SATURDAY AND HALF DAY HOLIDAYS: 14.00-08.00 HRS
SUNDAY AND PUBLIC HOLIDAYS: 00.00-24.00 ",Yes
AOI,LIPY,IT,ANCONA,AIR BP ITALIA - GA,12/1/2025,12/31/2025,Corporate,3.859651,1,99999,6.645962,"PRICING INCLUSIVE OF ALL TAXES AND FEES KNOWN TO APPLY. CANNOT OFFER VAT FREE FUEL. 10 EUR HOOKUP FEE. 50 EUR MIN UPLIFT FEE, 13.5 EUR CUSTOMS OVERTIME FEE, 180 EUR OUT OF HOURS FEE WHEN APPLICABLE.MOT MAY APPLY TO SAN MARINO–REGISTERED AIRCRAFT UNLESS A VALID EXEMPTION LETTER IS PRESENTED. ",No
VCE,LIPZ,IT,VENICE,LEVORATO M.,12/1/2025,12/31/2025,Corporate,2.869562,1,99999,5.498688,"PRICING INCLUSIVE OF ALL TAXES AND FEES KNOWN TO APPLY. 50 EURO LOW UPLIFT FEE FOR < 1000 LTRS. 100 EURO CALLOUT FEE APPLIES FOR AFTER HOURS FUELINGS. 100 EURO NO FUEL APPLIES WHEN FUELING IS REQUESTED AND DOES NOT OCCUR. SAME PRICING FOR MILITARY SIDE. 8 EURO CUSTOMS OVERTIME FEE MAY APPLY FOR DESTINATIONS OUTSIDE OF EU. CAN FUEL AT SUPERJET INTERNATIONAL RAMP. WORKING HOURS: 06:00 - 23:00.MOT MAY APPLY TO SAN MARINO–REGISTERED AIRCRAFT UNLESS A VALID EXEMPTION LETTER IS PRESENTED. PRICE VALID AT 

8.00 EUR CUSTOMS OVERTIME FEE CHARGABLE AT THE FOLLOWING FUELLING TIME:
MONDAY-FRIDAY: 18.00-08.00 HRS
SATURDAY AND HALF DAY HOLIDAYS: 14.00-08.00 HRS
SUNDAY AND PUBLIC HOLIDAYS: 00.00-24.00 ",Yes
SAY,LIQS,IT,SIENA,AIR BP ITALIA,12/1/2025,12/31/2025,Corporate,3.465838,1,99999,6.097714,PRICING INCLUSIVE OF ALL TAXES AND FEES KNOWN TO APPLY. CANNOT OFFER VAT FREE FUEL. 10 EUR HOOKUP FEE. 50 EUR NO UPLIFT FEE. 180 EUR OUT OF HOURS FEE.MOT MAY APPLY TO SAN MARINO–REGISTERED AIRCRAFT UNLESS A VALID EXEMPTION LETTER IS PRESENTED. ,No
CIA,LIRA,IT,ROME-CIAMPINO,CARBOIL S.R.L.,12/1/2025,12/31/2025,Corporate,2.847683,1,99999,5.435962,PRICING INCLUSIVE OF ALL TAXES AND FEES KNOWN TO APPLY. 50 EURO LOW UPLIFT FEE FOR < 1000 LTRS. 150 EURO CALLOUT FEE APPLIES FOR AFTER HOURS FUELINGS. 150 EURO NO FUEL APPLIES WHEN FUELING IS REQUESTED AND DOES NOT OCCUR. SAME PRICING FOR MILITARY SIDE. WORKING HOURS: 06:00 - 22:30.MOT MAY APPLY TO SAN MARINO–REGISTERED AIRCRAFT UNLESS A VALID EXEMPTION LETTER IS PRESENTED. ,Yes
FCO,LIRF,IT,ROME-FUIMICINO,LEVORATO MARCEVAGGI,12/1/2025,12/31/2025,Corporate,2.744854,1,99999,5.334534,"HOOK UP FEE 10.00 EUR/LIFT     

WORKING HOURS: 24 HRS.
MOT MAY APPLY TO SAN MARINO–REGISTERED AIRCRAFT UNLESS A VALID EXEMPTION LETTER IS PRESENTED. ",No
QSR,LIRI,IT,SALERNO,LEVORATO,12/1/2025,12/31/2025,Corporate,2.824603,264,264171735,5.487880,"OPERATING HOURS 06:00 - 22:00. AOC MUST BE SHOWN AT THE TIME OF UPLIFT.
HOOK-UP FEE: 60 EUR/OPN.
OUT OF HOURS (22:00-06:00): 100 EUR/UPLIFT.
DEFUEL HOOK-UP FEE: 1000 EUR/UPLIFT.
DEFUELING FEE: 15 EUR/KLT.
MINIMUM DELIVERY FEE: 50 EUR/UPLIFT (0-1000 L)
GA ITP FEE: 25EUR/M3,
GA HOOK UP FEE: 50 EUR/OPN
MOT MAY APPLY TO SAN MARINO–REGISTERED AIRCRAFT UNLESS A VALID EXEMPTION LETTER IS PRESENTED. ",No
EBA,LIRJ,IT,ELBA ISLAND,ALATOSCANA S.P.A,11/6/2025,12/8/2025,Corporate,8.339409,1,999999,11.975717,"Minimum notice required.
Operating hours: weekdays from 09.00 to 17.00 local time;  weekends from 09:00 to 18:00 local time

Low volume fee 50,00 EUR
MOT MAY APPLY TO SAN MARINO–REGISTERED AIRCRAFT UNLESS A VALID EXEMPTION LETTER IS PRESENTED. ",No
